WKN;ARIVA_NAME;UNTERNEHMENSPROFIL
A12UPJ;pantaflix-aktie;Die Pantaflix AG ist als Unterhaltungsunternehmen tätig. Sie entwickelt, finanziert, produziert und lizenziert Filme und Serien. Darüber hinaus bietet das Unternehmen mit PANTAFLIX eine Video-on-Demand-Plattform an, die verschiedene Teile der Wertschöpfungskette für Film und Video abbildet, produziert oder koproduziert fiktionale und non-fiktionale Werbeformate und berät bei der Senderplanung. Darüber hinaus ist das Unternehmen in den Bereichen Audio und Podcasting tätig. Das Unternehmen war früher als PANTALEON Entertainment AG bekannt und änderte im August 2017 seinen Namen in Pantaflix AG. Das Unternehmen wurde 2009 gegründet und hat seinen Sitz in München, Deutschland. Die Pantaflix AG ist eine Tochtergesellschaft der Blackmars Capital Gmbh.
BGAG98;bio_gate-aktie;Das Health-Technology-Unternehmen Bio-Gate AG ist einer der weltweit führenden Anbieter von innovativen Technologien und individuellen Lösungen für Gesundheit und Hygiene, die das Zusammenleben sicherer, unbeschwerter und gesünder machen und das Wohlbefinden jedes Einzelnen verbessern können. Es ist darauf spezialisiert, Materialen und Oberflächen mit antimikrobiellen Eigenschaften auszustatten. Die Bio-Gate AG veredelt Materialien und Produkte, insbesondere aus der Medizintechnik, wie zum Beispiel die Beschichtung von Implantaten oder Wundauflagen. Darüber hinaus werden mit den Bio-Gate-Technologien Kosmetika, Konsum- und Industrieprodukte, wie beispielsweise Farben und Lacke oder Kunststoffe antimikrobiell ausgestattet und damit in einzigartiger Weise aufgewertet. Copyright 2021 facunda financial data GmbH
A2G833;niiio_finanz_gruppe-aktie;Die niiio finance group AG bietet Cloud-basierte Software-as-a-Service-Lösungen für Banken und Finanzdienstleister. Das Unternehmen bietet Lösungen für ESG/Nachhaltigkeit, Portfoliomanagement, Risikomanagement, Order- und Ausführungsmanagement, Beratung und Finanzplanung, Robo-Advisory, Kunden-Onboarding, Kundenportal, Analytik, Kundenreporting und Abrechnung sowie CRM für das laufende Kundenmanagement. Darüber hinaus bietet das Unternehmen Algorithmen und Risiko-Engine, API-Plattform, 360-Kundenportal, Vermögensverwaltung, Order-Routing, digitale Beratung und Vermögensverwaltung sowie Depotbank und Multibanking.
804100;deutsche_effecten_und_wechsel_beteiligungsgesellschaft-aktie;Die Deutsche Effecten- und Wechsel-Beteiligungsgesellschaft AG ist eine Private-Equity- und Venture-Capital-Gesellschaft, die sich auf Mid-Venture-, Late-Venture-, Turnaround-, Mezzanine-, Bridge-Finanzierungen, Buy-and-Build- und Expansionsbeteiligungen an mittelständischen Unternehmen spezialisiert hat. Das Unternehmen investiert in die Bereiche Zukunftsfinanzierung, Technologie, komplementäre Geschäftsmodelle, Asset Management, Distribution, Optik, Photonik, Sensorik, optische Technologien, Optoelektronik und Sensorik. Das Unternehmen investiert bevorzugt im deutschsprachigen Raum mit Schwerpunkt auf Deutschland, Österreich und der Schweiz. Das Unternehmen investiert in der Regel zwischen 1 Million Pfund (1,14 Millionen Dollar) und 7 Millionen Pfund (8,01 Millionen Dollar) in seine Portfoliounternehmen. Sie investiert hauptsächlich in Form von Eigenkapital für einen Zeitraum von drei bis sieben Jahren. Das Unternehmen versucht, als Hauptinvestor in Beteiligungen von mehr als 25 % zu investieren und beendet seine Investitionen durch einen Börsengang, einen Verkauf oder einen Rückkauf. Es tätigt bilanzielle Investitionen. Die Deutsche Effecten- und Wechsel-Beteiligungsgesellschaft AG wurde 1821 gegründet und hat ihren Sitz in Jena, Deutschland.
515623;schweizer_electronic-aktie;Die Schweizer Electronic AG entwickelt, produziert und vertreibt zusammen mit ihren Tochtergesellschaften weltweit Leiterplatten (PCBs). Das Unternehmen bietet Leistungselektronik an, darunter Inlay-, Dickkupfer-, CU-IMS-, Combi-Board-, p2 Pack Embedding 48 V-Leiterplatten. Außerdem bietet es Logikschaltungen wie Multilayer-, HDI-, mpedance-, R4 Flex- und Bond-Leiterplatten sowie Hochfrequenz- und Sensortechnologien, darunter RF 6-24 GHz, RF 77 GHz und eingebettete Antennenleiterplatten. Das Unternehmen beliefert die Bereiche Automotive, Luftfahrt, Industrie, Medizintechnik, Kommunikation und Computertechnik. Die Schweizer Electronic AG wurde 1849 gegründet und hat ihren Hauptsitz in Schramberg, Deutschland.
A2PBHR;wolftank_adisa_holding-aktie;"Die Wolftank-Adisa Holding AG bietet zusammen mit ihren Tochtergesellschaften weltweit spezialisierte Technologien für Energie- und Umweltlösungen an. Das Unternehmen befasst sich mit der Entwicklung und dem Bau von Flüssigerdgas- (LNG) und Wasserstoffbetankungsanlagen sowie mit dem Bau von Anlagen zur Herstellung von grünem Wasserstoff und Bio-LNG-Verflüssigungsanlagen. Darüber hinaus bietet das Unternehmen Umweltlösungen wie Bewertungen, Due-Diligence-Prüfungen und individuelle Dienstleistungen für die Sanierung von Böden und Gewässern sowie die direkte Abfallentsorgung an. Darüber hinaus bietet das Unternehmen Reinigungs- und Entgasungs-, Oberflächenvorbereitungs-, Schlammbeseitigungs- und Leckageabsorptionsdienste; Kontaminationsüberwachungs- und -erkennungssysteme, Biosanierungs-, Phytosanierungs- und Geoengineeringdienste; strukturelle Auskleidungs- und Korrosionsschutzsysteme; Grundierungen für Stahl, Beton und Asphalt; Harze für Tankauskleidungen; Laminierharze für Tankauskleidungen; leitfähige Beschichtungen, Bodenbeläge, Oberflächenabdichtungen und Containments; Reparatur- und Ausgleichsbeschichtungen; Außenkorrosionsschutz- und Tankinnenanstrichprodukte; Abdichtungsprodukte sowie Installations- und Unterstützungsdienste. Das Unternehmen bedient die Sektoren Terminals und Lagerung, Tankstellen, öffentliche und industrielle Wasserversorgung sowie Industrietechnik. Das Unternehmen wurde 1987 gegründet und hat seinen Hauptsitz in Innsbruck, Österreich."
A11Q05;elumeo-aktie;Die elumeo SE ist über ihre Tochtergesellschaften in der Herstellung und dem Vertrieb von Edelsteinschmuck tätig. Sie entwirft, beschafft und vertreibt Schmuck, Juwelierwaren, Edelsteine und verwandte Produkte unter den Marken Juwelo, AMAYANI, Rocks & Co. und New York Gemstones. elumeo SE vertreibt seine Produkte über elektronische Vertriebskanäle wie TV, Internet, Smart-TV und Smartphone-Apps sowie über Home-Shopping-Fernsehsender und Webshops in Deutschland, Italien, Frankreich, den Niederlanden, Spanien, Belgien und dem Vereinigten Königreich. Das Unternehmen war früher unter dem Namen Atrium 66 bekannt. Europäische VV SE bekannt und änderte im Juli 2014 seinen Namen in elumeo SE. elumeo SE wurde 2008 gegründet und hat seinen Hauptsitz in Berlin, Deutschland.
A0S9R3;otrs-aktie;Die OTRS AG ist der operative Zweig der OTRS Gruppe, die weltweit Dienstleistungen im Zusammenhang mit der Open Source Help Desk Software OTRS Help Desk und der Open Source IT Service Management Software OTRS ITSM anbietet. Zum Unternehmen gehören die fünf internationalen Tochterunternehmen in den USA, Mexiko, den Niederlanden, Malaysia und Hong Kong. Die OTRS Softwareprodukte werden zur Verbesserung des Kundenservices und IT Managements von Unternehmen weltweit verwendet. Die OTRS Gruppe ist dabei Eigentümer des Source Codes und Servicedienstleister zugleich, der seine Kunden mit Support, Beratung und kundenspezifische Softwareentwicklung betreut. Die Services umfassen Prozessdesign, Implementierungen, Anpassungen und Anwendungsunterstützung. Zu den Kunden zählen globale Unternehmen wie IBM, Amnesty International, NASA, Siemens, Lufthansa, Commerzbank und Nokia. Copyright 2021 facunda financial data GmbH
A2P2HK;technicolor-aktie;Technicolor SA ist ein weltweit führender Technologiekonzern, der sich auf die Entwicklung und Herstellung von Lösungen und Produkten für die Medien- und Unterhaltungsbranche spezialisiert hat. Der Fokus liegt dabei insbesondere auf Augmented Digital Life, d.h. auf der computergestützten Erweiterung der Realitätswahrnehmenung. Im Bereich Entertainment werden beispielsweise animierte Inhalte oder visuelle und akustische Effekte für Film, Fernsehen, Werbung sowie für Spiele entwickelt. Darüber hinaus bietet die Gruppe im Bereich Connected Home verschiedene Anwendungen und Services für Interoperabilität, verbesserte Content-Discovery und gestochen scharfe Bild- und Tonqualität. Copyright 2021 facunda financial data GmbH
A0LBKW;uet_united_electronic_technology-aktie;UET United Electronic Technology AG bietet Technologien und Produkte für die Optimierung von Telekommunikationsnetzen und die Prozessgestaltung in Deutschland und international an. Das Unternehmen bietet Einspeisesysteme für xDSL- und Mobilfunknetze, Netzabschluss- und Zugangsgeräte für Glasfaser- und Kupferinfrastrukturen, Migrationssysteme für Sprach- und Datendienste, Netzoptimierungssysteme für Energieverteilung und -verbrauch, Reichweitenerweiterung und Netzmigration, Machine-to-Machine-Kommunikationssysteme für Telekommunikation, Energieversorger und Privathaushalte, Set-Top-Boxen und schlüsselfertige Lösungen für Content- und Service-Provider sowie Netzwerkmanagement-Software und Netzwerkmanagement-Lösungen. Das Unternehmen bietet auch Ingenieurdienstleistungen an, einschließlich der Entwicklung von Hard- und Software, komplexen eingebetteten Systemen und Sicherheitslösungen, und organisiert Produktions- und Wartungsdienste. Hinzu kommen Beratungs- und Supportleistungen für Netzbetreiber, Service Provider, Systemhäuser und Hersteller, Service Desk und Support Desk, Netzwerküberwachung, Installationen, Störungsbeseitigung sowie IT-Hardware- und Reparaturleistungen, Vor-Ort-Infrastrukturleistungen wie Aufbau, Umbau und Erweiterung der Standorte sowie unterbrechungsfreie Stromversorgung und Batterie-, Kupfer- und Glasfaserverkabelungsleistungen. Das Unternehmen war früher als CFC Industriebeteiligungen AG bekannt und änderte 2012 seinen Namen in UET United Electronic Technology AG. Die UET United Electronic Technology AG wurde 2003 gegründet und hat ihren Hauptsitz in Eschborn, Deutschland.
600450;hyrican_informationssysteme-aktie;Die Hyrican Informationssysteme AG verkauft PCs, Notebooks, Server und IT-Zubehör. Darüber hinaus bietet das Unternehmen die Implementierung von Netzwerksystemen an und übernimmt für Geschäftskunden umfassende Serviceleistungen rund um den Bereich Informationstechnologie. Dabei liegt ein Fokus auf dem Anbieten von Dienstleistungen im After-Sales-Bereich. Der zentrale Kundenstamm besteht aus dem IT-Fachhandel sowie Systemhäusern und Ketten im Bereich Elektrohandel. Das Unternehmen beliefert vorwiegend den europäischen Raum. Es besteht eine strategische Partnerschaft mit der Deutschen Telekom und dem Tochterunternehmen T-Systems GmbH. Weitere Kooperationen laufen mit Verwaltungen und Schulen in Deutschland. Der Hauptsitz von Hyrican ist in Kindelbrück. Copyright 2021 facunda financial data GmbH
A2QDNX;compleo_charging_solutions-aktie;Die Compleo Charging Solutions AG entwickelt, fertigt und vertreibt Ladestationen für Elektrofahrzeuge und Wallboxen in Deutschland, der Europäischen Union und international. Das Unternehmen bietet Wechselstrom- (AC) und Gleichstrom-Ladestationen für öffentliche, halböffentliche, Flotten- und Mitarbeiter-Ladestationen sowie Ladestationen für Firmenwagen an. Darüber hinaus befasst sich das Unternehmen mit der Entwicklung, der Produktion und dem Vertrieb von Produkten, die die Elektromobilität ermöglichen, und bietet damit verbundene Dienstleistungen an. Darüber hinaus bietet das Unternehmen Dienstleistungen für Ladelösungen an, darunter Projektplanung, Installation und Kundendienst. Zu den Kunden zählen Stadtwerke, Fuhrparks, Autohäuser, Betreiber und die Immobilienbranche. Das Unternehmen wurde im Jahr 2009 gegründet und hat seinen Hauptsitz in Dortmund, Deutschland.
A3E5ED;veganz_group-aktie;Die Veganz Group AG entwickelt, produziert und vertreibt pflanzliche Lebensmittel unter dem Markennamen Veganz. Sie bietet Kekse und Backwaren, Käsealternativen, Frühstückszutaten und Proteinprodukte, Brotaufstriche, Honigalternativen, Fischalternativen, Basics, Fleisch- und Wurstalternativen, Aufschnittalternativen, natürliche Snacks, Fertiggerichte, Kekse und Gebäck, Bio-Minispekulatius, Süßigkeiten, Bohnen, Hanfsamen, Müsli usw. sowie vegane Alternativen, Lachs, Sushi und Speck und Süßwaren an. Zum 31. Dezember 2021 betrieb das Unternehmen drei Filialen in Berlin, Deutschland. Darüber hinaus vertreibt es seine Produkte über 25.199 Verkaufsstellen sowie über Online-Shops. Die Veganz Group AG beliefert ihre Kunden im Lebensmitteleinzelhandel, bei Discountern, in Drogerien, in der Gemeinschaftsverpflegung, wie z.B. Betriebsrestaurants und im Breitensport, sowie online über Vertriebspartner. Das Unternehmen ist in Deutschland, Österreich, der Schweiz, der Slowakei und international tätig. Die Veganz Group AG wurde im Jahr 2011 gegründet und hat ihren Sitz in Berlin, Deutschland.
A12UP3;norcom_information_technology-aktie;NorCom Information Technology GmbH & Co. KGaA entwickelt und implementiert Big-Data-Lösungen in Deutschland und international. Das Unternehmen bietet mit DaSense eine KI-Lösungsplattform, die künstliche Intelligenz mit Daten- und Dokumentenmanagement verbindet. Es bedient die Bereiche Govtech, Legal Tech und Industrie. Das Unternehmen wurde 1989 gegründet und hat seinen Sitz in München, Deutschland.
A2QNAR;dr_martens_plc_ls_01-aktie;Dr. Martens plc entwirft, entwickelt, beschafft, vermarktet, verkauft und vertreibt Schuhe in Europa, dem Nahen Osten, Afrika, Nord- und Südamerika sowie im asiatisch-pazifischen Raum. Zu den Produktsegmenten des Unternehmens gehören Original-, Fusions-, Kinder- und Freizeitschuhe sowie Accessoires. Das Unternehmen bietet seine Produkte unter dem Markennamen Dr. Martens an. Dr. Martens plc wurde 1945 gegründet und hat seinen Sitz in London, Vereinigtes Königreich.
727950;splendid_medien-aktie;Die Splendid Medien AG erbringt Dienstleistungen für die Film- und Fernsehbranche in Deutschland und international. Sie ist in zwei Segmenten tätig, Content und Services. Das Segment Content erwirbt Lizenzrechte an Spielfilmen, darunter rund 1.700 Filmtitel aus verschiedenen Genres wie Action, Dokumentationen, Horror/Fantasy, TV-Serien, Comedy, Kinder- und Familienunterhaltung, Gesundheits- und Fitness-/Wellnesskurse, Drama und Arthouse. Weitere Geschäftsfelder sind die Produktion von Formaten für Fernsehsender, der Online-Verleih und -Verkauf von Video-on-Demand (VoD) und Electronic Sell-Through (EST), der Verkauf von physischen audiovisuellen Medien wie Blu-ray und DVD, der Videoverleih sowie die Produktion und Entwicklung von Filmen und Serienformaten für Fernsehsender und VoD-Abonnementplattformen. Das Segment Services bietet Synchronisations- und digitale Postproduktionsdienste sowie Digitalisierungsdienste für die Online-VoD- und EST-Vermarktung und für Blu-ray- und DVD-Produktionen. Das Unternehmen wurde 1974 gegründet und hat seinen Sitz in Köln, Deutschland.
A1C5VC;appeninn_vagyonkezelo-aktie;"Appeninn ist eine ungarische Investmentgesellschaft mit dem Schwerpunkt auf Immobilien. Der Investmentfokus liegt auf Nischensegmenten, in denen preisgünstige Assets hohe Erträge generieren. Dabei handelt es sich um Büroimmobilien der Kategorien A und B sowie um Industrie- und Logistik-Liegenschaften. Im Segment Bürohäuser besitzt das Unternehmen eine vermietbare Fläche von 31.000 Quadratmetern; im Industrie- und Logistikbereich hält Appeninn insgesamt 19.000 Quadratmeter Mietfläche, die zu Speicherzwecken genutzt werden kann. Die Gesellschaft investiert ergänzend in den Nutzfahrzeugmarkt, insbesondere in Fahrzeuge für den Transport von Schwergütern und in Kräne. Diese werden für besondere Zwecke im Rahmen eines weiteren Geschäftsfeldes an Dritte vermietet. Insgesamt hält die Investmentcompany Grundstücke und Flächen in Höhe von 150.000 Quadratmetern. Die vermietbaren Immobilien befinden sich ausschließlich in Ungarn. Copyright 2021 facunda financial data GmbH"
